,Genus_Organism,Current_name_reviewed_AA,strain,ITS,TEF,TUB,rpb2,MAT1,MAT2,Genus_Host,Species_Host,Country,Title
127,Botryosphaeria,Botryosphaeria dothidea,VPRI31809,EF173909,NA,NA,NA,NA,NA,Camellia,Camellia sinensis,Australia,Diversity of Botryosphaeria species on horticultural plants in Victoria and New South Wales
128,Botryosphaeria,Botryosphaeria dothidea,Deva1,KM435313,NA,NA,NA,NA,NA,Camellia,Camellia sinensis,Sri Lanka,Morphological and molecular characterization of Botryosphaeria spp associated with stem canker of tea [Camellia sinensis (L.) O. Kuntz] in Sri Lanka
129,Botryosphaeria,Botryosphaeria dothidea,Dev4,KM435316,NA,NA,NA,NA,NA,Camellia,Camellia sinensis,Sri Lanka,Morphological and molecular characterization of Botryosphaeria spp associated with stem canker of tea [Camellia sinensis (L.) O. Kuntz] in Sri Lanka
130,Botryosphaeria,Botryosphaeria dothidea,VPRI43010,MH183332,MH188529,NA,NA,NA,NA,Castanea,Castanea sativa,Australia,Current status of the Botryosphaeriaceae in Australia
131,Botryosphaeria,Botryosphaeria dothidea,UASWS1403,KR978454,NA,NA,NA,NA,NA,Castanea,Castanea sativa,Switzerland,Bacillus amyloliquefaciens and Trichoderma atroviride could be competitive for removing opportunistic pathogens such as Gnomoniopsis smithogilvyi from Castanea sativa grafting scions
132,Botryosphaeria,Botryosphaeria dothidea,BOT45,KF729086,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
133,Botryosphaeria,Botryosphaeria dothidea,BOT37,KF729098,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
134,Botryosphaeria,Botryosphaeria dothidea,BOT134,KF729101,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Montenegro,New and unexpected host associations for Diplodia sapinea in the Western Balkans
135,Botryosphaeria,Botryosphaeria dothidea,BOT18,KF729107,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
136,Botryosphaeria,Botryosphaeria dothidea,BOT58,KF729114,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
137,Botryosphaeria,Botryosphaeria dothidea,BOT122,KF729124,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
138,Botryosphaeria,Botryosphaeria dothidea,BOT2,KF729128,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
139,Botryosphaeria,Botryosphaeria dothidea,BOT190,KF729136,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
140,Botryosphaeria,Botryosphaeria dothidea,BOT41,KF729150,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
141,Botryosphaeria,Botryosphaeria dothidea,CMW39298,KF729157,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
142,Botryosphaeria,Botryosphaeria dothidea,BOT215,KF729158,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Montenegro,New and unexpected host associations for Diplodia sapinea in the Western Balkans
143,Botryosphaeria,Botryosphaeria dothidea,BOT216,KF729165,NA,NA,NA,NA,NA,Cedrus,Cedrus atlantica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
144,Botryosphaeria,Botryosphaeria dothidea,BOT19,KF729090,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
145,Botryosphaeria,Botryosphaeria dothidea,B52,KF729112,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
146,Botryosphaeria,Botryosphaeria dothidea,BOT124,KF729113,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
147,Botryosphaeria,Botryosphaeria dothidea,BOT61,KF729115,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
148,Botryosphaeria,Botryosphaeria dothidea,CMW39315,KF729129,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
149,Botryosphaeria,Botryosphaeria dothidea,BOT66,KF729131,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
150,Botryosphaeria,Botryosphaeria dothidea,BOT176,KF729132,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
151,Botryosphaeria,Botryosphaeria dothidea,BOT284,KF729147,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
152,Botryosphaeria,Botryosphaeria dothidea,BOT213,KF729148,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
153,Botryosphaeria,Botryosphaeria dothidea,BOT78,KF729156,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
154,Botryosphaeria,Botryosphaeria dothidea,BOT94,KF729160,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
155,Botryosphaeria,Botryosphaeria dothidea,BOT166,KF729162,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Montenegro,New and unexpected host associations for Diplodia sapinea in the Western Balkans
156,Botryosphaeria,Botryosphaeria dothidea,BOT302,KT964318,NA,NA,NA,NA,NA,Chamaecyparis,Chamaecyparis lawsoniana,Serbia,Host specificity of co-infecting Botryosphaeriaceae on ornamental and forest trees in the Western Balkans
157,Botryosphaeria,Botryosphaeria dothidea,AcG818S,MF092878,NA,NA,NA,NA,NA,Clinopodium,Clinopodium nepeta,Italy,Characterization of the gall midge Asphondylia nepetae from Clinopodium nepeta
158,Botryosphaeria,Botryosphaeria dothidea,MFLUCC13_0202,MT177925,NA,NA,NA,NA,NA,Cornus,Cornus sanguinea,Russian Federation,Taxonomy and phylogeny of hyaline-spored coelomycetes
159,Botryosphaeria,Botryosphaeria dothidea,IRNHM_KZ30,MG198189,MG198176,NA,NA,NA,NA,Crataegus,Crataegus pentagyna,"Iran, Islamic Republic of",Endophytic and decline-associated fungi occurring on forest trees in the North of Iran
160,Botryosphaeria,Botryosphaeria dothidea,CMW39300,KF729161,NA,NA,NA,NA,NA,Cupressus,Cupressus sempervirens,Montenegro,New and unexpected host associations for Diplodia sapinea in the Western Balkans
161,Botryosphaeria,Botryosphaeria dothidea,BOT76,KF729163,NA,NA,NA,NA,NA,Cupressus,Cupressus arizonica,Montenegro,New and unexpected host associations for Diplodia sapinea in the Western Balkans
162,Botryosphaeria,Botryosphaeria dothidea,CMW39303,KF729164,NA,NA,NA,NA,NA,Cupressus,Cupressus arizonica,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
163,Botryosphaeria,Botryosphaeria dothidea,ER1757,JQ686227,NA,NA,NA,NA,NA,Cydonia,Cydonia oblonga,Italy,First report of Botryosphaeria dothidea causing fruit rot of quince in Italy
164,Botryosphaeria,Botryosphaeria dothidea,ER1739,JQ686228,NA,NA,NA,NA,NA,Cydonia,Cydonia oblonga,Italy,First report of Botryosphaeria dothidea causing fruit rot of quince in Italy
165,Botryosphaeria,Botryosphaeria dothidea,CMW30150,FJ747643,FJ871117,NA,NA,NA,NA,Dissotis,Dissotis sp.,Zambia,Neofusicoccum granulosa nov. sp. and other three anamorphic species of Botyrosphaeriaeceae from native Myrtales in Zambia
166,Botryosphaeria,Botryosphaeria dothidea,CMW30151,FJ747644,FJ871118,NA,NA,NA,NA,Dissotis,Dissotis sp.,Zambia,Neofusicoccum granulosa nov. sp. and other three anamorphic species of Botyrosphaeriaeceae from native Myrtales in Zambia
167,Botryosphaeria,Botryosphaeria dothidea,CMW30152,FJ747645,FJ871119,NA,NA,NA,NA,Dissotis,Dissotis sp.,Zambia,Neofusicoccum granulosa nov. sp. and other three anamorphic species of Botyrosphaeriaeceae from native Myrtales in Zambia
168,Botryosphaeria,Botryosphaeria dothidea,CMW20728,FJ752747,FJ752722,NA,NA,NA,NA,Eucalyptus,Eucalyptus saligna,South Africa,"Botryosphaeriaceae, including two new species, identified from a Eucalyptus arboretum in Pretoria, South Africa"
169,Botryosphaeria,Botryosphaeria dothidea,CAA642,KT440894,KT440953,NA,NA,NA,NA,Eucalyptus,Eucalyptus globulus,Portugal,Diversity and potential impact of Botryosphaeriaceae species associated with Eucalyptus globulus plantations in Portugal
170,Botryosphaeria,Botryosphaeria dothidea,PE26,KT440893,KT440954,NA,NA,NA,NA,Eucalyptus,Eucalyptus globulus,Portugal,Diversity and potential impact of Botryosphaeriaceae species associated with Eucalyptus globulus plantations in Portugal
171,Botryosphaeria,Botryosphaeria dothidea,UY119,EU080916,NA,NA,NA,NA,NA,Eugenia,Eugenia uruguayensis,Uruguay,Endophytic and canker-associated Botryosphaeriaceae occurring on non-native Eucalyptus and native Myrtaceae trees in Uruguay
172,Botryosphaeria,Botryosphaeria dothidea,CMW7780,AY236947,AY236896,AY236925,NA,NA,NA,Fraxinus,Fraxinus excelsior,Switzerland,Combined multiple gene genealogies and phenotypic characters differentiate several species previously identified as Botryosphaeria dothidea
173,Botryosphaeria,Botryosphaeria dothidea,S1_T33_L2B,KY367495,NA,NA,NA,NA,NA,Fraxinus,Fraxinus ornus,Switzerland,Communities of fungal endophytes in leaves of Fraxinus ornus are highly diverse
174,Botryosphaeria,Botryosphaeria dothidea,3B,MH667643,NA,NA,NA,NA,NA,Fraxinus,Fraxinus ornus,Italy,Direct Submission
175,Botryosphaeria,Botryosphaeria dothidea,S1_T7_2_2,MH935081,NA,NA,NA,NA,NA,Fraxinus,Fraxinus excelsior,Italy,"The endophytic mycobiome of European ash and sycamore maple leaves - geographic patterns, host specificity and influence of ash dieback"
176,Botryosphaeria,Botryosphaeria dothidea,28,MN598893,NA,NA,NA,NA,NA,Ilex,Ilex crenata,China,Direct Submission
177,Botryosphaeria,Botryosphaeria dothidea,2D20,KF778785,KF778975,KF778880,NA,NA,NA,Juglans,Juglans regia,United States of America,"Phylogeny, morphology, distribution, and pathogenicity of Botryosphaeriaceae and Diaporthaceae from English walnut in California"
178,Botryosphaeria,Botryosphaeria dothidea,6I19,KF778786,KF778976,KF778881,NA,NA,NA,Juglans,Juglans regia,United States of America,"Phylogeny, morphology, distribution, and pathogenicity of Botryosphaeriaceae and Diaporthaceae from English walnut in California"
179,Botryosphaeria,Botryosphaeria dothidea,ColPat_443,MK431835,MK461889,MK522082,NA,NA,NA,Juglans,Juglans regia,Spain,Etiology of Branch Dieback and Shoot Blight of English Walnut Caused by Botryosphaeriaceae and Diaporthe Species in Southern Spain
180,Botryosphaeria,Botryosphaeria dothidea,ColPat_446,MK431836,MK461890,MK522083,NA,NA,NA,Juglans,Juglans regia,Spain,Etiology of Branch Dieback and Shoot Blight of English Walnut Caused by Botryosphaeriaceae and Diaporthe Species in Southern Spain
181,Botryosphaeria,Botryosphaeria dothidea,ColPat_530,MK431843,MK461897,MK522084,NA,NA,NA,Juglans,Juglans regia,Spain,Etiology of Branch Dieback and Shoot Blight of English Walnut Caused by Botryosphaeriaceae and Diaporthe Species in Southern Spain
182,Botryosphaeria,Botryosphaeria dothidea,ColPat_553,MK431844,MK461898,MK522085,NA,NA,NA,Juglans,Juglans regia,Spain,Etiology of Branch Dieback and Shoot Blight of English Walnut Caused by Botryosphaeriaceae and Diaporthe Species in Southern Spain
183,Botryosphaeria,Botryosphaeria dothidea,Bot114,MK982845,NA,NA,NA,NA,NA,Juglans,Juglans regia,Croatia,Direct Submission
184,Botryosphaeria,Botryosphaeria dothidea,Bot115,MK982846,NA,NA,NA,NA,NA,Juglans,Juglans regia,Croatia,Direct Submission
185,Botryosphaeria,Botryosphaeria dothidea,JT2015,MN706192,NA,NA,NA,NA,NA,Juglans,Juglans regia,Hungary,Investigation of host-specificity of phytopathogenic fungi isolated from woody plants
186,Botryosphaeria,Botryosphaeria dothidea,T2016,MT111096,NA,NA,NA,NA,NA,Juglans,Juglans regia,Hungary,Fungi associated with fruit rot of English walnut in Hungary
187,Botryosphaeria,Botryosphaeria dothidea,JT2035,MT111097,NA,NA,NA,NA,NA,Juglans,Juglans regia,Hungary,Fungi associated with fruit rot of English walnut in Hungary
188,Botryosphaeria,Botryosphaeria dothidea,WT7_5,MT252674,NA,NA,NA,NA,NA,Juglans,Juglans regia,Italy,Identification of Botryosphaeriaceae species associated with canker and dieback of English walnut (Juglans regia) in Italy
189,Botryosphaeria,Botryosphaeria dothidea,CAA127,JX878554,NA,NA,NA,NA,NA,Juniperus,Juniperus communis,Portugal,Diversity of Botryosphaeriaceae species associated with conifers in Portugal
190,Botryosphaeria,Botryosphaeria dothidea,CMW39313,KF729093,NA,NA,NA,NA,NA,Juniperus,Juniperus horizontalis,Montenegro,New and unexpected host associations for Diplodia sapinea in the Western Balkans
191,Botryosphaeria,Botryosphaeria dothidea,BOT306,KT964319,NA,NA,NA,NA,NA,Juniperus,Juniperus horizontalis,Serbia,Host specificity of co-infecting Botryosphaeriaceae on ornamental and forest trees in the Western Balkans
192,Botryosphaeria,Botryosphaeria dothidea,BOT305,KT964321,NA,NA,NA,NA,NA,Juniperus,Juniperus horizontalis,Serbia,Host specificity of co-infecting Botryosphaeriaceae on ornamental and forest trees in the Western Balkans
193,Botryosphaeria,Botryosphaeria dothidea,CMW39310,KF729095,NA,NA,NA,NA,NA,Magnolia,Magnolia grandiflora,Serbia,New and unexpected host associations for Diplodia sapinea in the Western Balkans
194,Botryosphaeria,Botryosphaeria dothidea,ICMP13957,KJ433407,KJ433429,NA,NA,NA,NA,Malus,Malus pumila,New Zealand,Multiple locus genealogies and phenotypic characters reappraise the causal agents of apple ring rot in China
195,Botryosphaeria,Botryosphaeria dothidea,B9,KJ499683,KJ499638,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
196,Botryosphaeria,Botryosphaeria dothidea,B13,KJ499687,KJ499639,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
197,Botryosphaeria,Botryosphaeria dothidea,B16,KJ499689,KJ499640,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
198,Botryosphaeria,Botryosphaeria dothidea,B19,KJ499690,KJ499641,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
199,Botryosphaeria,Botryosphaeria dothidea,B26,KJ499693,KJ499642,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
200,Botryosphaeria,Botryosphaeria dothidea,B29,KJ499694,KJ499643,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
201,Botryosphaeria,Botryosphaeria dothidea,B42,KJ499696,KJ499644,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
202,Botryosphaeria,Botryosphaeria dothidea,B48,KJ499697,KJ499645,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
203,Botryosphaeria,Botryosphaeria dothidea,B95,KJ499710,KJ499646,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
204,Botryosphaeria,Botryosphaeria dothidea,B105,KJ499712,KJ499647,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
205,Botryosphaeria,Botryosphaeria dothidea,B116,KJ499715,KJ499648,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
206,Botryosphaeria,Botryosphaeria dothidea,B141,KJ499723,KJ499649,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
207,Botryosphaeria,Botryosphaeria dothidea,B158,KJ499728,KJ499650,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
208,Botryosphaeria,Botryosphaeria dothidea,B161,KJ499731,KJ499651,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
209,Botryosphaeria,Botryosphaeria dothidea,B170,KJ499735,KJ499652,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
210,Botryosphaeria,Botryosphaeria dothidea,DAR54920,EF173910,NA,NA,NA,NA,NA,Malus,Malus pumila,Australia,Diversity of Botryosphaeria species on horticultural plants in Victoria and New South Wales
211,Botryosphaeria,Botryosphaeria dothidea,DAR40004,EF173911,NA,NA,NA,NA,NA,Malus,Malus pumila,Australia,Diversity of Botryosphaeria species on horticultural plants in Victoria and New South Wales
212,Botryosphaeria,Botryosphaeria dothidea,B10,KJ499684,NA,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
213,Botryosphaeria,Botryosphaeria dothidea,B11,KJ499685,NA,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
214,Botryosphaeria,Botryosphaeria dothidea,B12,KJ499686,NA,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
215,Botryosphaeria,Botryosphaeria dothidea,B14,KJ499688,NA,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
216,Botryosphaeria,Botryosphaeria dothidea,B20,KJ499691,NA,NA,NA,NA,NA,Malus,Malus pumila,Uruguay,Characterization of Botryosphaeriaceae species associated with stem canker and fruit rot of apple in Uruguay
